|  SP | White    | Black    | Chess960FEN                                                   |
| 707 | BRKQNNRB | brkqnnrb | [FEN "brkqnnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNNRB w - - 0 1"] |
| 708 | RBBKQNNR | rbbkqnnr | [FEN "rbbkqnnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNNR w - - 0 1"] |
| 709 | RKBBQNNR | rkbbqnnr | [FEN "rkbbqnnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNNR w - - 0 1"] |
| 710 | RKBQNBNR | rkbqnbnr | [FEN "rkbqnbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBNR w - - 0 1"] |
| 711 | RKBQNNRB | rkbqnnrb | [FEN "rkbqnnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNNRB w - - 0 1"] |
| 712 | RBKQBNNR | rbkqbnnr | [FEN "rbkqbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNNR w - - 0 1"] |
| 713 | RKQBBNNR | rkqbbnnr | [FEN "rkqbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNNR w - - 0 1"] |
| 714 | RKQNBBNR | rkqnbbnr | [FEN "rkqnbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBNR w - - 0 1"] |
| 715 | RKQNBNRB | rkqnbnrb | [FEN "rkqnbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBNRB w - - 0 1"] |
| 716 | RBKQNNBR | rbkqnnbr | [FEN "rbkqnnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKQNNBR w - - 0 1"] |
| 717 | RKQBNNBR | rkqbnnbr | [FEN "rkqbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RKQBNNBR w - - 0 1"] |
| 718 | RKQNNBBR | rkqnnbbr | [FEN "rkqnnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKQNNBBR w - - 0 1"] |
| 719 | RKQNNRBB | rkqnnrbb | [FEN "rkqnnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNNRBB w - - 0 1"] |
| 720 | BBRKNQNR | bbrknqnr | [FEN "bbrknqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQNR w - - 0 1"] |
| 721 | BRKBNQNR | brkbnqnr | [FEN "brkbnqnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQNR w - - 0 1"] |
| 722 | BRKNQBNR | brknqbnr | [FEN "brknqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBNR w - - 0 1"] |
| 723 | BRKNQNRB | brknqnrb | [FEN "brknqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQNRB w - - 0 1"] |
| 724 | RBBKNQNR | rbbknqnr | [FEN "rbbknqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQNR w - - 0 1"] |
| 725 | RKBBNQNR | rkbbnqnr | [FEN "rkbbnqnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQNR w - - 0 1"] |
| 726 | RKBNQBNR | rkbnqbnr | [FEN "rkbnqbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBNR w - - 0 1"] |
| 727 | RKBNQNRB | rkbnqnrb | [FEN "rkbnqnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQNRB w - - 0 1"] |
| 728 | RBKNBQNR | rbknbqnr | [FEN "rbknbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQNR w - - 0 1"] |
| 729 | RKNBBQNR | rknbbqnr | [FEN "rknbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQNR w - - 0 1"] |
| 730 | RKNQBBNR | rknqbbnr | [FEN "rknqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKNQBBNR w - - 0 1"] |
| 731 | RKNQBNRB | rknqbnrb | [FEN "rknqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKNQBNRB w - - 0 1"] |
| 732 | RBKNQNBR | rbknqnbr | [FEN "rbknqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNQNBR w - - 0 1"] |
| 733 | RKNBQNBR | rknbqnbr | [FEN "rknbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBQNBR w - - 0 1"] |
| 734 | RKNQNBBR | rknqnbbr | [FEN "rknqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNQNBBR w - - 0 1"] |
| 735 | RKNQNRBB | rknqnrbb | [FEN "rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w - - 0 1"] |
| 736 | BBRKNNQR | bbrknnqr | [FEN "bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w - - 0 1"] |
| 737 | BRKBNNQR | brkbnnqr | [FEN "brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w - - 0 1"] |
| 738 | BRKNNBQR | brknnbqr | [FEN "brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w - - 0 1"] |
| 739 | BRKNNQRB | brknnqrb | [FEN "brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w - - 0 1"] |
| 740 | RBBKNNQR | rbbknnqr | [FEN "rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w - - 0 1"] |
| 741 | RKBBNNQR | rkbbnnqr | [FEN "rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w - - 0 1"] |
| 742 | RKBNNBQR | rkbnnbqr | [FEN "rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w - - 0 1"] |
| 743 | RKBNNQRB | rkbnnqrb | [FEN "rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w - - 0 1"] |
| 744 | RBKNBNQR | rbknbnqr | [FEN "rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w - - 0 1"] |
| 745 | RKNBBNQR | rknbbnqr | [FEN "rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w - - 0 1"] |
| 746 | RKNNBBQR | rknnbbqr | [FEN "rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w - - 0 1"] |
| 747 | RKNNBQRB | rknnbqrb | [FEN "rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w - - 0 1"] |
| 748 | RBKNNQBR | rbknnqbr | [FEN "rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w - - 0 1"] |
| 749 | RKNBNQBR | rknbnqbr | [FEN "rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w - - 0 1"] |
| 750 | RKNNQBBR | rknnqbbr | [FEN "rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w - - 0 1"] |
| 751 | RKNNQRBB | rknnqrbb | [FEN "rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w - - 0 1"] |
| 752 | BBRKNNRQ | bbrknnrq | [FEN "bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w - - 0 1"] |
| 753 | BRKBNNRQ | brkbnnrq | [FEN "brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w - - 0 1"] |
| 754 | BRKNNBRQ | brknnbrq | [FEN "brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w - - 0 1"] |
| 755 | BRKNNRQB | brknnrqb | [FEN "brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w - - 0 1"] |
| 756 | RBBKNNRQ | rbbknnrq | [FEN "rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w - - 0 1"] |
| 757 | RKBBNNRQ | rkbbnnrq | [FEN "rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w - - 0 1"] |
| 758 | RKBNNBRQ | rkbnnbrq | [FEN "rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w - - 0 1"] |
| 759 | RKBNNRQB | rkbnnrqb | [FEN "rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w - - 0 1"] |
| 760 | RBKNBNRQ | rbknbnrq | [FEN "rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w - - 0 1"] |
| 761 | RKNBBNRQ | rknbbnrq | [FEN "rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w - - 0 1"] |
| 762 | RKNNBBRQ | rknnbbrq | [FEN "rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w - - 0 1"] |
| 763 | RKNNBRQB | rknnbrqb | [FEN "rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w - - 0 1"] |
| 764 | RBKNNRBQ | rbknnrbq | [FEN "rbknnrbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNNRBQ w - - 0 1"] |
| 765 | RKNBNRBQ | rknbnrbq | [FEN "rknbnrbq/pppppppp/8/8/8/8/PPPPPPPP/RKNBNRBQ w - - 0 1"] |
| 766 | RKNNRBBQ | rknnrbbq | [FEN "rknnrbbq/pppppppp/8/8/8/8/PPPPPPPP/RKNNRBBQ w - - 0 1"] |
| 767 | RKNNRQBB | rknnrqbb | [FEN "rknnrqbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNRQBB w - - 0 1"] |
| 768 | BBQRKNRN | bbqrknrn | [FEN "bbqrknrn/pppppppp/8/8/8/8/PPPPPPPP/BBQRKNRN w - - 0 1"] |
| 769 | BQRBKNRN | bqrbknrn | [FEN "bqrbknrn/pppppppp/8/8/8/8/PPPPPPPP/BQRBKNRN w - - 0 1"] |
| 770 | BQRKNBRN | bqrknbrn | [FEN "bqrknbrn/pppppppp/8/8/8/8/PPPPPPPP/BQRKNBRN w - - 0 1"] |
| 771 | BQRKNRNB | bqrknrnb | [FEN "bqrknrnb/pppppppp/8/8/8/8/PPPPPPPP/BQRKNRNB w - - 0 1"] |
| 772 | QBBRKNRN | qbbrknrn | [FEN "qbbrknrn/pppppppp/8/8/8/8/PPPPPPPP/QBBRKNRN w - - 0 1"] |
| 773 | QRBBKNRN | qrbbknrn | [FEN "qrbbknrn/pppppppp/8/8/8/8/PPPPPPPP/QRBBKNRN w - - 0 1"] |
| 774 | QRBKNBRN | qrbknbrn | [FEN "qrbknbrn/pppppppp/8/8/8/8/PPPPPPPP/QRBKNBRN w - - 0 1"] |
| 775 | QRBKNRNB | qrbknrnb | [FEN "qrbknrnb/pppppppp/8/8/8/8/PPPPPPPP/QRBKNRNB w - - 0 1"] |
| 776 | QBRKBNRN | qbrkbnrn | [FEN "qbrkbnrn/pppppppp/8/8/8/8/PPPPPPPP/QBRKBNRN w - - 0 1"] |
| 777 | QRKBBNRN | qrkbbnrn | [FEN "qrkbbnrn/pppppppp/8/8/8/8/PPPPPPPP/QRKBBNRN w - - 0 1"] |
| 778 | QRKNBBRN | qrknbbrn | [FEN "qrknbbrn/pppppppp/8/8/8/8/PPPPPPPP/QRKNBBRN w - - 0 1"] |
| 779 | QRKNBRNB | qrknbrnb | [FEN "qrknbrnb/pppppppp/8/8/8/8/PPPPPPPP/QRKNBRNB w - - 0 1"] |
| 780 | QBRKNRBN | qbrknrbn | [FEN "qbrknrbn/pppppppp/8/8/8/8/PPPPPPPP/QBRKNRBN w - - 0 1"] |
| 781 | QRKBNRBN | qrkbnrbn | [FEN "qrkbnrbn/pppppppp/8/8/8/8/PPPPPPPP/QRKBNRBN w - - 0 1"] |
| 782 | QRKNRBBN | qrknrbbn | [FEN "qrknrbbn/pppppppp/8/8/8/8/PPPPPPPP/QRKNRBBN w - - 0 1"] |
| 783 | QRKNRNBB | qrknrnbb | [FEN "qrknrnbb/pppppppp/8/8/8/8/PPPPPPPP/QRKNRNBB w - - 0 1"] |
| 784 | BBRQKNRN | bbrqknrn | [FEN "bbrqknrn/pppppppp/8/8/8/8/PPPPPPPP/BBRQKNRN w - - 0 1"] |
| 785 | BRQBKNRN | brqbknrn | [FEN "brqbknrn/pppppppp/8/8/8/8/PPPPPPPP/BRQBKNRN w - - 0 1"] |
| 786 | BRQKNBRN | brqknbrn | [FEN "brqknbrn/pppppppp/8/8/8/8/PPPPPPPP/BRQKNBRN w - - 0 1"] |
| 787 | BRQKNRNB | brqknrnb | [FEN "brqknrnb/pppppppp/8/8/8/8/PPPPPPPP/BRQKNRNB w - - 0 1"] |
| 788 | RBBQKNRN | rbbqknrn | [FEN "rbbqknrn/pppppppp/8/8/8/8/PPPPPPPP/RBBQKNRN w - - 0 1"] |
| 789 | RQBBKNRN | rqbbknrn | [FEN "rqbbknrn/pppppppp/8/8/8/8/PPPPPPPP/RQBBKNRN w - - 0 1"] |
| 790 | RQBKNBRN | rqbknbrn | [FEN "rqbknbrn/pppppppp/8/8/8/8/PPPPPPPP/RQBKNBRN w - - 0 1"] |
| 791 | RQBKNRNB | rqbknrnb | [FEN "rqbknrnb/pppppppp/8/8/8/8/PPPPPPPP/RQBKNRNB w - - 0 1"] |
| 792 | RBQKBNRN | rbqkbnrn | [FEN "rbqkbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBQKBNRN w - - 0 1"] |
| 793 | RQKBBNRN | rqkbbnrn | [FEN "rqkbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RQKBBNRN w - - 0 1"] |
| 794 | RQKNBBRN | rqknbbrn | [FEN "rqknbbrn/pppppppp/8/8/8/8/PPPPPPPP/RQKNBBRN w - - 0 1"] |
| 795 | RQKNBRNB | rqknbrnb | [FEN "rqknbrnb/pppppppp/8/8/8/8/PPPPPPPP/RQKNBRNB w - - 0 1"] |
| 796 | RBQKNRBN | rbqknrbn | [FEN "rbqknrbn/pppppppp/8/8/8/8/PPPPPPPP/RBQKNRBN w - - 0 1"] |
| 797 | RQKBNRBN | rqkbnrbn | [FEN "rqkbnrbn/pppppppp/8/8/8/8/PPPPPPPP/RQKBNRBN w - - 0 1"] |
| 798 | RQKNRBBN | rqknrbbn | [FEN "rqknrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKNRBBN w - - 0 1"] |
| 799 | RQKNRNBB | rqknrnbb | [FEN "rqknrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNRNBB w - - 0 1"] |
| 800 | BBRKQNRN | bbrkqnrn | [FEN "bbrkqnrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNRN w - - 0 1"] |
| 801 | BRKBQNRN | brkbqnrn | [FEN "brkbqnrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNRN w - - 0 1"] |
| 802 | BRKQNBRN | brkqnbrn | [FEN "brkqnbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBRN w - - 0 1"] |
| 803 | BRKQNRNB | brkqnrnb | [FEN "brkqnrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNRNB w - - 0 1"] |
| 804 | RBBKQNRN | rbbkqnrn | [FEN "rbbkqnrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNRN w - - 0 1"] |
| 805 | RKBBQNRN | rkbbqnrn | [FEN "rkbbqnrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNRN w - - 0 1"] |
| 806 | RKBQNBRN | rkbqnbrn | [FEN "rkbqnbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBRN w - - 0 1"] |
| 807 | RKBQNRNB | rkbqnrnb | [FEN "rkbqnrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNRNB w - - 0 1"] |
| 808 | RBKQBNRN | rbkqbnrn | [FEN "rbkqbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNRN w - - 0 1"] |
| 809 | RKQBBNRN | rkqbbnrn | [FEN "rkqbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNRN w - - 0 1"] |
| 810 | RKQNBBRN | rkqnbbrn | [FEN "rkqnbbrn/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBRN w - - 0 1"] |
| 811 | RKQNBRNB | rkqnbrnb | [FEN "rkqnbrnb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBRNB w - - 0 1"] |
| 812 | RBKQNRBN | rbkqnrbn | [FEN "rbkqnrbn/pppppppp/8/8/8/8/PPPPPPPP/RBKQNRBN w - - 0 1"] |
| 813 | RKQBNRBN | rkqbnrbn | [FEN "rkqbnrbn/pppppppp/8/8/8/8/PPPPPPPP/RKQBNRBN w - - 0 1"] |
| 814 | RKQNRBBN | rkqnrbbn | [FEN "rkqnrbbn/pppppppp/8/8/8/8/PPPPPPPP/RKQNRBBN w - - 0 1"] |
| 815 | RKQNRNBB | rkqnrnbb | [FEN "rkqnrnbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNRNBB w - - 0 1"] |
| 816 | BBRKNQRN | bbrknqrn | [FEN "bbrknqrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQRN w - - 0 1"] |
| 817 | BRKBNQRN | brkbnqrn | [FEN "brkbnqrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQRN w - - 0 1"] |
| 818 | BRKNQBRN | brknqbrn | [FEN "brknqbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBRN w - - 0 1"] |
| 819 | BRKNQRNB | brknqrnb | [FEN "brknqrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQRNB w - - 0 1"] |
| 820 | RBBKNQRN | rbbknqrn | [FEN "rbbknqrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQRN w - - 0 1"] |
| 821 | RKBBNQRN | rkbbnqrn | [FEN "rkbbnqrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQRN w - - 0 1"] |
| 822 | RKBNQBRN | rkbnqbrn | [FEN "rkbnqbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBRN w - - 0 1"] |
| 823 | RKBNQRNB | rkbnqrnb | [FEN "rkbnqrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQRNB w - - 0 1"] |
| 824 | RBKNBQRN | rbknbqrn | [FEN "rbknbqrn/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQRN w - - 0 1"] |
| 825 | RKNBBQRN | rknbbqrn | [FEN "rknbbqrn/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQRN w - - 0 1"] |
| 826 | RKNQBBRN | rknqbbrn | [FEN "rknqbbrn/pppppppp/8/8/8/8/PPPPPPPP/RKNQBBRN w - - 0 1"] |
| 827 | RKNQBRNB | rknqbrnb | [FEN "rknqbrnb/pppppppp/8/8/8/8/PPPPPPPP/RKNQBRNB w - - 0 1"] |
| 828 | RBKNQRBN | rbknqrbn | [FEN "rbknqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBKNQRBN w - - 0 1"] |
| 829 | RKNBQRBN | rknbqrbn | [FEN "rknbqrbn/pppppppp/8/8/8/8/PPPPPPPP/RKNBQRBN w - - 0 1"] |
| 830 | RKNQRBBN | rknqrbbn | [FEN "rknqrbbn/pppppppp/8/8/8/8/PPPPPPPP/RKNQRBBN w - - 0 1"] |
| 831 | RKNQRNBB | rknqrnbb | [FEN "rknqrnbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQRNBB w - - 0 1"] |
| 832 | BBRKNRQN | bbrknrqn | [FEN "bbrknrqn/pppppppp/8/8/8/8/PPPPPPPP/BBRKNRQN w - - 0 1"] |
| 833 | BRKBNRQN | brkbnrqn | [FEN "brkbnrqn/pppppppp/8/8/8/8/PPPPPPPP/BRKBNRQN w - - 0 1"] |
| 834 | BRKNRBQN | brknrbqn | [FEN "brknrbqn/pppppppp/8/8/8/8/PPPPPPPP/BRKNRBQN w - - 0 1"] |
| 835 | BRKNRQNB | brknrqnb | [FEN "brknrqnb/pppppppp/8/8/8/8/PPPPPPPP/BRKNRQNB w - - 0 1"] |
| 836 | RBBKNRQN | rbbknrqn | [FEN "rbbknrqn/pppppppp/8/8/8/8/PPPPPPPP/RBBKNRQN w - - 0 1"] |
| 837 | RKBBNRQN | rkbbnrqn | [FEN "rkbbnrqn/pppppppp/8/8/8/8/PPPPPPPP/RKBBNRQN w - - 0 1"] |
| 838 | RKBNRBQN | rkbnrbqn | [FEN "rkbnrbqn/pppppppp/8/8/8/8/PPPPPPPP/RKBNRBQN w - - 0 1"] |
| 839 | RKBNRQNB | rkbnrqnb | [FEN "rkbnrqnb/pppppppp/8/8/8/8/PPPPPPPP/RKBNRQNB w - - 0 1"] |
| 840 | RBKNBRQN | rbknbrqn | [FEN "rbknbrqn/pppppppp/8/8/8/8/PPPPPPPP/RBKNBRQN w - - 0 1"] |
| 841 | RKNBBRQN | rknbbrqn | [FEN "rknbbrqn/pppppppp/8/8/8/8/PPPPPPPP/RKNBBRQN w - - 0 1"] |
| 842 | RKNRBBQN | rknrbbqn | [FEN "rknrbbqn/pppppppp/8/8/8/8/PPPPPPPP/RKNRBBQN w - - 0 1"] |
| 843 | RKNRBQNB | rknrbqnb | [FEN "rknrbqnb/pppppppp/8/8/8/8/PPPPPPPP/RKNRBQNB w - - 0 1"] |
| 844 | RBKNRQBN | rbknrqbn | [FEN "rbknrqbn/pppppppp/8/8/8/8/PPPPPPPP/RBKNRQBN w - - 0 1"] |
| 845 | RKNBRQBN | rknbrqbn | [FEN "rknbrqbn/pppppppp/8/8/8/8/PPPPPPPP/RKNBRQBN w - - 0 1"] |
| 846 | RKNRQBBN | rknrqbbn | [FEN "rknrqbbn/pppppppp/8/8/8/8/PPPPPPPP/RKNRQBBN w - - 0 1"] |
| 847 | RKNRQNBB | rknrqnbb | [FEN "rknrqnbb/pppppppp/8/8/8/8/PPPPPPPP/RKNRQNBB w - - 0 1"] |
| 848 | BBRKNRNQ | bbrknrnq | [FEN "bbrknrnq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNRNQ w - - 0 1"] |
| 849 | BRKBNRNQ | brkbnrnq | [FEN "brkbnrnq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNRNQ w - - 0 1"] |
| 850 | BRKNRBNQ | brknrbnq | [FEN "brknrbnq/pppppppp/8/8/8/8/PPPPPPPP/BRKNRBNQ w - - 0 1"] |
| 851 | BRKNRNQB | brknrnqb | [FEN "brknrnqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNRNQB w - - 0 1"] |
| 852 | RBBKNRNQ | rbbknrnq | [FEN "rbbknrnq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNRNQ w - - 0 1"] |
| 853 | RKBBNRNQ | rkbbnrnq | [FEN "rkbbnrnq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNRNQ w - - 0 1"] |
| 854 | RKBNRBNQ | rkbnrbnq | [FEN "rkbnrbnq/pppppppp/8/8/8/8/PPPPPPPP/RKBNRBNQ w - - 0 1"] |
| 855 | RKBNRNQB | rkbnrnqb | [FEN "rkbnrnqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNRNQB w - - 0 1"] |
| 856 | RBKNBRNQ | rbknbrnq | [FEN "rbknbrnq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBRNQ w - - 0 1"] |
| 857 | RKNBBRNQ | rknbbrnq | [FEN "rknbbrnq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBRNQ w - - 0 1"] |
| 858 | RKNRBBNQ | rknrbbnq | [FEN "rknrbbnq/pppppppp/8/8/8/8/PPPPPPPP/RKNRBBNQ w - - 0 1"] |
| 859 | RKNRBNQB | rknrbnqb | [FEN "rknrbnqb/pppppppp/8/8/8/8/PPPPPPPP/RKNRBNQB w - - 0 1"] |
| 860 | RBKNRNBQ | rbknrnbq | [FEN "rbknrnbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNRNBQ w - - 0 1"] |
| 861 | RKNBRNBQ | rknbrnbq | [FEN "rknbrnbq/pppppppp/8/8/8/8/PPPPPPPP/RKNBRNBQ w - - 0 1"] |
| 862 | RKNRNBBQ | rknrnbbq | [FEN "rknrnbbq/pppppppp/8/8/8/8/PPPPPPPP/RKNRNBBQ w - - 0 1"] |
| 863 | RKNRNQBB | rknrnqbb | [FEN "rknrnqbb/pppppppp/8/8/8/8/PPPPPPPP/RKNRNQBB w - - 0 1"] |
| 864 | BBQRKRNN | bbqrkrnn | [FEN "bbqrkrnn/pppppppp/8/8/8/8/PPPPPPPP/BBQRKRNN w - - 0 1"] |
| 865 | BQRBKRNN | bqrbkrnn | [FEN "bqrbkrnn/pppppppp/8/8/8/8/PPPPPPPP/BQRBKRNN w - - 0 1"] |
| 866 | BQRKRBNN | bqrkrbnn | [FEN "bqrkrbnn/pppppppp/8/8/8/8/PPPPPPPP/BQRKRBNN w - - 0 1"] |
| 867 | BQRKRNNB | bqrkrnnb | [FEN "bqrkrnnb/pppppppp/8/8/8/8/PPPPPPPP/BQRKRNNB w - - 0 1"] |
| 868 | QBBRKRNN | qbbrkrnn | [FEN "qbbrkrnn/pppppppp/8/8/8/8/PPPPPPPP/QBBRKRNN w - - 0 1"] |
| 869 | QRBBKRNN | qrbbkrnn | [FEN "qrbbkrnn/pppppppp/8/8/8/8/PPPPPPPP/QRBBKRNN w - - 0 1"] |
| 870 | QRBKRBNN | qrbkrbnn | [FEN "qrbkrbnn/pppppppp/8/8/8/8/PPPPPPPP/QRBKRBNN w - - 0 1"] |
| 871 | QRBKRNNB | qrbkrnnb | [FEN "qrbkrnnb/pppppppp/8/8/8/8/PPPPPPPP/QRBKRNNB w - - 0 1"] |
| 872 | QBRKBRNN | qbrkbrnn | [FEN "qbrkbrnn/pppppppp/8/8/8/8/PPPPPPPP/QBRKBRNN w - - 0 1"] |
| 873 | QRKBBRNN | qrkbbrnn | [FEN "qrkbbrnn/pppppppp/8/8/8/8/PPPPPPPP/QRKBBRNN w - - 0 1"] |
| 874 | QRKRBBNN | qrkrbbnn | [FEN "qrkrbbnn/pppppppp/8/8/8/8/PPPPPPPP/QRKRBBNN w - - 0 1"] |
| 875 | QRKRBNNB | qrkrbnnb | [FEN "qrkrbnnb/pppppppp/8/8/8/8/PPPPPPPP/QRKRBNNB w - - 0 1"] |
| 876 | QBRKRNBN | qbrkrnbn | [FEN "qbrkrnbn/pppppppp/8/8/8/8/PPPPPPPP/QBRKRNBN w - - 0 1"] |
| 877 | QRKBRNBN | qrkbrnbn | [FEN "qrkbrnbn/pppppppp/8/8/8/8/PPPPPPPP/QRKBRNBN w - - 0 1"] |
| 878 | QRKRNBBN | qrkrnbbn | [FEN "qrkrnbbn/pppppppp/8/8/8/8/PPPPPPPP/QRKRNBBN w - - 0 1"] |
| 879 | QRKRNNBB | qrkrnnbb | [FEN "qrkrnnbb/pppppppp/8/8/8/8/PPPPPPPP/QRKRNNBB w - - 0 1"] |
| 880 | BBRQKRNN | bbrqkrnn | [FEN "bbrqkrnn/pppppppp/8/8/8/8/PPPPPPPP/BBRQKRNN w - - 0 1"] |
| 881 | BRQBKRNN | brqbkrnn | [FEN "brqbkrnn/pppppppp/8/8/8/8/PPPPPPPP/BRQBKRNN w - - 0 1"] |
| 882 | BRQKRBNN | brqkrbnn | [FEN "brqkrbnn/pppppppp/8/8/8/8/PPPPPPPP/BRQKRBNN w - - 0 1"] |
| 883 | BRQKRNNB | brqkrnnb | [FEN "brqkrnnb/pppppppp/8/8/8/8/PPPPPPPP/BRQKRNNB w - - 0 1"] |
| 884 | RBBQKRNN | rbbqkrnn | [FEN "rbbqkrnn/pppppppp/8/8/8/8/PPPPPPPP/RBBQKRNN w - - 0 1"] |
| 885 | RQBBKRNN | rqbbkrnn | [FEN "rqbbkrnn/pppppppp/8/8/8/8/PPPPPPPP/RQBBKRNN w - - 0 1"] |
